_id	Month Year	Age	Sex	Homicide (Murder)	Other Homicide	Attempted Murder	Conspiracy to Murder	Manslaughter (excl. by driving)	Manslaughter Unlawful Striking Causing Death	Driving Causing Death	Assault	Grievous Assault	Serious Assault	Serious Assault (Other)	Common Assault'	Sexual Offences	Rape and Attempted Rape	Other Sexual Offences	Robbery	Armed Robbery	Unarmed Robbery	Other Offences Against the Person	Kidnapping & Abduction etc.	Extortion	Stalking	Life Endangering Acts	Offences Against the Person	Unlawful Entry	Unlawful Entry With Intent - Dwelling	Unlawful Entry Without Violence - Dwelling	Unlawful Entry With Violence - Dwelling	Unlawful Entry With Intent - Shop	Unlawful Entry With Intent - Other	Arson	Other Property Damage	Unlawful Use of Motor Vehicle	Other Theft (excl. Unlawful Entry)	Stealing from Dwellings	Shop Stealing	Vehicles (steal from/enter with intent)	Other Stealing	Fraud	Fraud by Computer	Fraud by Cheque	Fraud by Credit Card	Identity Fraud	Other Fraud	Handling Stolen Goods	Possess Property Suspected Stolen	Receiving Stolen Property	Possess etc. Tainted Property	Other Handling Stolen Goods	Offences Against Property	Drug Offences	Trafficking Drugs	Possess Drugs	Produce Drugs	Sell Supply Drugs	Other Drug Offences	Prostitution Offences	Found in Places Used for Purpose of Prostitution Offences	Have Interest in Premises Used for Prostitution Offences	Knowingly Participate in Provision Prostitution Offences	Public Soliciting	Procuring Prostitution	Permit Minor to be at a Place Used for Prostitution Offences	Advertising Prostitution	Other Prostitution Offences	Liquor (excl. Drunkenness)	Gaming Racing & Betting Offences	Breach Domestic Violence Protection Order	Trespassing and Vagrancy	Weapons Act Offences	Unlawful Possess Concealable Firearm	Unlawful Possess Firearm - Other	Bomb Possess and/or use of	Possess and/or use other weapons; restricted items	Weapons Act Offences - Other	Good Order Offences	Disobey Move-on Direction	Resist Incite Hinder Obstruct Police	Fare Evasion	Public Nuisance	Stock Related Offences	Traffic and Related Offences	Dangerous Operation of a Vehicle	Drink Driving	Disqualified Driving	Interfere with Mechanism of Motor Vehicle	Miscellaneous Offences	Other Offences
1312	MAR19	Juvenile	Female	0	0	0	0	0	0	0	131	0	63	19	49	1	0	1	47	5	42	2	0	1	0	1	181	62	29	26	3	3	30	0	98	53	287	9	203	22	53	31	0	0	29	2	0	25	14	0	11	0	556	121	0	54	0	5	62	0	0	0	0	0	0	0	0	0	7	0	1	63	12	0	0	0	4	8	123	0	35	27	61	0	9	2	6	1	0	36	372
1313	MAR19	Juvenile	Male	0	0	0	0	0	0	0	148	4	49	41	54	56	12	44	66	28	38	19	2	0	3	14	289	517	307	302	5	50	160	5	262	206	626	31	237	177	181	84	0	0	82	0	2	62	32	7	23	0	1762	376	1	164	5	20	186	0	0	0	0	0	0	0	0	0	10	0	22	138	62	0	0	0	25	37	297	6	102	54	135	0	36	16	15	5	0	61	1002
1314	MAR19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1315	APR19	Adult	Female	2	3	1	0	2	0	0	219	18	82	31	88	3	0	3	18	10	8	34	2	0	8	24	279	77	56	46	10	3	18	2	78	78	749	25	461	54	209	231	4	1	124	3	99	94	29	4	61	0	1309	1300	9	569	28	37	657	6	0	1	5	0	0	0	0	0	49	0	233	67	76	1	5	0	28	42	745	12	369	48	316	0	778	9	554	215	0	14	3268
1316	APR19	Adult	Male	9	4	4	0	0	0	0	626	37	300	94	195	142	48	94	98	56	42	134	19	1	17	97	1013	583	353	311	42	50	180	13	431	344	1462	61	573	241	587	524	1	2	324	4	193	211	101	19	91	0	3568	3283	21	1552	94	76	1540	0	0	0	0	0	0	0	0	0	128	0	1172	218	353	5	35	3	94	216	2378	56	991	119	1212	2	2514	120	1767	626	1	107	10155
1317	APR19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	8	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	2	1	0	1	15
1318	APR19	Juvenile	Female	0	0	0	0	0	0	0	92	0	49	9	34	3	0	3	24	6	18	6	3	1	0	2	125	68	29	29	0	7	32	2	90	54	309	3	241	25	40	22	0	0	18	0	4	17	8	0	8	1	562	127	0	59	0	6	62	0	0	0	0	0	0	0	0	0	7	0	2	66	13	0	0	0	6	7	168	8	33	27	100	0	12	3	9	0	0	25	420
1319	APR19	Juvenile	Male	1	0	0	0	0	0	0	158	3	64	23	68	28	5	23	55	19	36	19	2	0	0	17	261	497	272	268	4	48	177	9	258	262	611	33	214	183	181	48	0	0	43	1	4	56	37	1	18	0	1741	342	0	157	3	18	164	0	0	0	0	0	0	0	0	0	11	0	16	134	65	0	3	0	28	34	289	1	115	52	121	0	44	19	23	2	0	27	928
1320	APR19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1321	MAY19	Adult	Female	0	0	0	0	0	0	0	209	6	86	39	78	5	1	4	18	9	9	38	5	3	6	24	270	107	62	55	7	10	35	0	106	108	858	20	488	56	294	296	6	1	147	33	109	110	47	5	58	0	1585	1690	15	749	38	32	856	0	0	0	0	0	0	0	0	0	76	0	207	70	88	3	4	0	25	56	692	8	378	34	272	1	842	24	604	214	0	15	3681
1322	MAY19	Adult	Male	2	2	2	0	0	0	0	593	36	308	95	154	152	46	106	62	40	22	143	13	3	28	99	954	614	330	296	34	54	230	18	477	382	1726	48	635	269	774	524	6	3	308	19	188	310	142	10	156	2	4051	4134	31	1984	129	71	1919	0	0	0	0	0	0	0	0	0	187	0	1304	230	473	11	45	1	135	281	2417	49	1114	94	1160	2	2643	126	1848	667	2	149	11539
1323	MAY19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	4	1	0	0	7
1324	MAY19	Juvenile	Female	0	0	0	0	0	0	0	141	1	73	24	43	3	0	3	20	8	12	3	1	0	1	1	167	59	38	35	3	7	14	1	103	56	389	11	281	33	64	28	0	0	27	0	1	31	19	0	12	0	667	127	0	60	0	1	66	0	0	0	0	0	0	0	0	0	6	0	0	31	17	0	0	0	5	12	125	2	34	25	64	0	13	8	4	1	0	13	332
1325	MAY19	Juvenile	Male	0	1	0	0	0	0	1	148	5	73	23	47	33	8	25	67	31	36	23	2	0	1	20	272	491	303	299	4	47	141	1	298	241	693	25	268	206	194	89	0	0	86	0	3	77	49	3	25	0	1890	423	2	214	4	12	191	0	0	0	0	0	0	0	0	0	12	0	14	127	50	0	1	0	30	19	243	1	107	35	100	0	46	18	24	3	1	21	936
1326	MAY19	Juvenile	Not Stated	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	JUN19	Adult	Female	1	1	0	0	0	0	1	185	17	68	27	73	3	1	2	8	3	5	25	1	0	4	20	223	145	101	98	3	10	34	1	90	144	796	16	436	64	280	378	10	5	188	20	155	116	34	18	64	0	1670	1615	11	721	18	32	833	2	0	0	2	0	0	0	0	0	63	0	185	63	65	1	3	0	18	43	741	8	390	31	312	0	806	13	580	213	0	11	3551
1328	JUN19	Adult	Male	4	5	0	0	1	0	4	589	29	287	77	196	195	67	128	73	46	27	141	7	2	29	103	1007	761	485	457	28	48	228	11	479	369	1881	52	669	314	846	575	1	0	346	34	194	321	150	18	151	2	4397	4449	41	2076	106	197	2029	1	0	0	1	0	0	0	0	0	217	0	1181	248	504	11	50	2	119	322	2461	49	1043	104	1265	0	2577	97	1823	657	0	189	11827
1329	JUN19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	5
1330	JUN19	Juvenile	Female	0	0	0	0	0	0	0	115	1	63	16	35	7	2	5	32	15	17	9	2	0	1	6	163	40	23	22	1	1	16	5	93	61	314	9	244	16	45	26	0	0	22	2	2	36	25	1	10	0	575	126	0	63	0	5	58	0	0	0	0	0	0	0	0	0	7	0	1	35	9	0	0	0	4	5	99	1	27	23	48	0	8	2	5	1	0	19	304
1331	JUN19	Juvenile	Male	0	0	0	0	0	0	0	145	5	70	21	49	36	9	27	69	35	34	16	3	0	1	12	266	393	205	199	6	42	146	10	235	173	556	20	218	155	163	75	0	0	65	0	10	57	29	1	26	1	1499	419	2	187	7	11	212	0	0	0	0	0	0	0	0	0	23	0	9	159	60	1	0	0	29	30	236	2	99	37	98	0	33	13	17	3	0	21	960
1332	JUN19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1333	JUL19	Adult	Female	0	2	1	0	0	0	1	213	19	87	38	69	7	3	4	18	10	8	41	7	1	2	31	281	84	51	50	1	4	29	1	74	94	847	24	497	46	280	246	3	0	146	6	91	110	41	12	57	0	1456	1817	17	826	24	53	897	4	0	0	1	0	0	0	0	3	66	0	223	79	87	0	6	0	27	54	729	10	378	43	298	0	822	20	580	222	0	18	3845
1334	JUL19	Adult	Male	5	6	4	0	0	1	1	685	38	325	90	232	181	62	119	97	58	39	143	25	6	16	96	1117	696	381	338	43	42	273	13	486	459	2065	62	757	378	868	501	3	5	250	8	235	325	154	23	147	1	4545	4717	32	2244	104	128	2209	0	0	0	0	0	0	0	0	0	182	0	1276	229	470	11	45	0	136	278	2387	35	1083	121	1148	2	2656	111	1867	678	0	168	12087
1335	JUL19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	5
1336	JUL19	Juvenile	Female	0	0	0	0	0	0	0	113	0	53	14	46	1	0	1	31	5	26	4	1	0	0	3	149	47	30	30	0	3	14	3	79	59	354	9	283	15	47	32	0	0	22	1	9	20	7	0	13	0	594	141	0	52	2	4	83	1	0	0	0	0	0	0	1	0	2	0	2	59	9	0	0	0	4	5	99	1	31	24	43	0	7	2	4	1	0	10	330
1337	JUL19	Juvenile	Male	0	0	0	0	0	0	0	132	8	58	23	43	45	9	36	65	25	40	12	0	0	1	11	254	413	202	198	4	23	188	5	255	180	662	25	294	150	193	63	0	0	59	0	4	74	41	1	32	0	1652	464	2	234	2	18	208	0	0	0	0	0	0	0	0	0	13	0	11	133	51	0	2	0	25	24	250	1	108	45	96	0	32	11	20	1	0	29	983
1338	JUL19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	5	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
1339	AUG19	Adult	Female	0	3	3	0	0	0	0	208	11	99	32	66	7	2	5	13	8	5	22	2	1	2	17	253	91	56	52	4	6	29	5	107	77	774	29	466	42	237	329	2	3	155	24	145	102	47	12	43	0	1485	1886	8	830	27	51	970	1	0	0	0	0	0	0	0	1	88	0	239	70	100	1	5	1	18	75	916	23	485	42	366	0	914	12	648	254	0	16	4230
1340	AUG19	Adult	Male	3	2	1	0	0	0	1	675	36	340	93	206	192	59	133	77	51	26	160	19	8	36	97	1109	634	357	321	36	44	233	13	479	391	1822	50	666	321	785	540	8	6	335	8	183	357	164	34	158	1	4236	4680	39	2237	96	162	2146	0	0	0	0	0	0	0	0	0	237	0	1368	238	477	7	42	0	121	307	2737	61	1167	94	1415	3	2914	110	2125	679	0	157	12811
1341	AUG19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	1	5
1342	AUG19	Juvenile	Female	0	0	0	0	0	0	0	95	0	50	13	32	1	0	1	20	9	11	2	0	0	0	2	118	38	22	22	0	5	11	4	55	37	328	9	259	21	39	7	1	0	5	0	1	42	25	3	14	0	511	150	1	74	1	4	70	0	0	0	0	0	0	0	0	0	8	0	4	45	12	0	0	0	4	8	98	1	31	18	48	0	3	1	2	0	0	30	350
1343	AUG19	Juvenile	Male	0	0	0	0	0	0	0	153	12	63	28	50	33	13	20	73	35	38	27	2	3	4	18	286	343	210	189	21	26	107	13	268	178	638	24	250	178	186	77	0	0	64	1	12	65	36	3	25	1	1582	443	2	215	7	23	196	0	0	0	0	0	0	0	0	0	10	0	13	118	64	0	1	0	29	34	233	0	98	36	99	0	43	17	22	4	0	51	975
1344	AUG19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1345	SEP19	Adult	Female	0	0	0	0	0	0	0	218	6	90	36	86	2	0	2	6	2	4	25	2	1	6	16	251	78	46	43	3	6	26	2	94	86	779	18	504	47	210	247	1	3	138	6	99	115	47	6	62	0	1401	1570	7	710	23	29	801	6	0	0	6	0	0	0	0	0	63	0	267	61	89	1	8	0	33	47	728	12	383	40	293	2	728	20	510	198	0	17	3531
1346	SEP19	Adult	Male	7	2	2	0	0	0	0	647	34	327	93	193	157	45	112	79	56	23	110	14	2	17	77	1002	563	338	306	32	55	170	18	454	366	1700	50	654	278	718	512	9	4	299	18	182	270	120	17	133	0	3883	3856	29	1916	67	111	1733	1	0	0	0	0	0	0	0	1	192	0	1320	271	453	7	44	2	128	272	2507	56	1093	108	1250	1	2372	95	1662	614	1	180	11153
1347	SEP19	Adult	Not Stated	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	5	1	1	0	3	0	2	0	2	0	0	0	17
1348	SEP19	Juvenile	Female	0	0	0	0	0	0	0	108	0	53	16	39	4	0	4	23	2	21	7	0	0	1	6	142	52	34	32	2	2	16	5	90	75	347	9	269	27	42	32	0	0	26	0	6	27	10	9	7	1	628	125	0	59	0	6	60	0	0	0	0	0	0	0	0	0	10	0	5	50	20	0	1	0	5	14	111	0	32	15	64	0	9	2	7	0	0	30	360
1349	SEP19	Juvenile	Male	0	1	1	0	0	0	0	124	5	61	18	40	33	7	26	75	35	40	14	0	0	2	12	247	360	218	214	4	31	111	26	268	159	558	17	228	121	192	53	0	1	40	3	9	50	32	4	14	0	1474	459	3	212	5	20	219	0	0	0	0	0	0	0	0	0	15	0	15	135	81	1	3	0	33	44	199	0	83	22	94	0	34	10	18	6	0	54	992
1350	SEP19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
1351	OCT19	Adult	Female	2	3	0	0	2	0	1	217	12	91	29	85	5	1	4	12	5	7	27	3	4	5	15	266	113	71	63	8	5	37	2	119	118	872	32	501	44	295	321	7	7	169	9	129	126	51	9	65	1	1671	1600	15	717	31	21	816	3	0	0	2	0	0	0	0	1	63	0	239	86	93	3	6	0	25	59	756	9	419	35	293	0	858	22	620	216	0	22	3720
1352	OCT19	Adult	Male	9	1	0	0	0	0	1	707	39	343	100	225	166	55	111	73	36	37	148	21	5	26	96	1104	652	343	304	39	46	263	17	544	447	1930	51	751	394	734	478	6	4	281	8	179	359	154	30	173	2	4427	4414	44	2068	126	199	1977	5	0	1	2	0	1	0	0	1	173	0	1414	266	455	11	44	3	135	262	2493	46	1078	145	1224	3	2742	97	1946	697	2	161	12126
1353	OCT19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	0	0	9
1354	OCT19	Juvenile	Female	0	0	0	0	0	0	0	91	5	39	14	33	4	0	4	25	9	16	7	0	0	2	5	127	71	33	31	2	8	30	5	77	55	330	4	245	18	63	12	0	0	8	2	2	18	13	0	5	0	568	138	0	61	1	1	75	0	0	0	0	0	0	0	0	0	7	0	3	56	10	1	0	0	6	3	131	2	41	34	54	0	12	6	6	0	0	16	373
1355	OCT19	Juvenile	Male	0	1	0	0	0	0	1	140	6	57	31	46	29	9	20	62	33	29	17	0	2	2	13	249	387	186	180	6	34	167	12	278	217	571	26	232	139	174	57	0	0	47	1	9	56	32	3	21	0	1578	381	1	168	2	12	198	0	0	0	0	0	0	0	0	0	10	0	13	135	75	1	0	0	28	46	291	4	109	50	128	0	25	8	14	3	0	39	969
1356	OCT19	Juvenile	Not Stated	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1357	NOV19	Adult	Female	1	1	0	0	0	0	1	247	10	110	36	91	4	0	4	23	15	8	21	3	1	5	12	297	156	91	85	6	4	61	3	131	133	906	25	544	54	283	328	3	3	164	7	151	127	58	4	65	0	1784	1667	16	715	35	52	849	3	0	0	2	0	0	0	1	0	62	0	244	74	108	0	4	0	34	70	845	4	430	37	374	0	874	27	603	244	0	20	3897
1358	NOV19	Adult	Male	3	3	2	0	0	0	1	766	38	366	113	249	246	64	182	90	53	37	151	23	5	33	90	1259	738	439	406	33	56	243	18	549	497	1870	63	785	273	749	582	4	2	301	33	242	348	174	20	152	2	4602	4326	34	2081	146	128	1937	0	0	0	0	0	0	0	0	0	188	0	1517	312	456	5	36	4	135	276	2709	39	1157	96	1417	1	2655	123	1845	686	1	146	12310
1359	NOV19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	1	0	0	0	5
1360	NOV19	Juvenile	Female	0	0	0	0	0	0	0	110	2	54	15	39	3	0	3	36	8	28	5	0	0	0	5	154	101	39	37	2	20	42	5	78	46	285	12	196	18	59	33	0	0	29	1	3	20	11	1	7	1	568	132	0	61	1	7	63	0	0	0	0	0	0	0	0	0	5	0	4	54	15	0	0	0	6	9	115	0	41	15	59	0	12	3	9	0	0	17	354
1361	NOV19	Juvenile	Male	0	0	0	0	0	0	0	171	8	71	31	61	41	12	29	76	27	49	15	1	2	1	11	303	489	252	249	3	44	193	70	268	203	745	26	260	197	262	87	0	0	77	1	9	81	51	11	19	0	1943	526	3	269	6	26	222	0	0	0	0	0	0	0	0	0	14	0	14	180	65	0	0	0	30	35	249	3	118	16	112	0	55	19	28	8	0	45	1148
1362	NOV19	Juvenile	Not Stated	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1363	DEC19	Adult	Female	0	0	0	0	0	0	0	257	13	102	49	93	6	1	5	23	9	14	20	2	2	1	15	306	100	62	58	4	6	32	6	125	120	1021	26	648	64	283	228	5	2	129	9	83	133	57	12	64	0	1733	1587	15	684	21	75	792	6	0	0	4	0	0	0	0	2	69	0	266	57	91	0	4	1	25	61	765	11	390	32	332	0	812	17	616	179	0	33	3686
1364	DEC19	Adult	Male	3	4	2	0	0	0	2	748	56	353	98	241	183	60	123	93	54	39	126	15	1	18	92	1157	641	355	316	39	45	241	13	531	407	1842	48	731	269	794	538	6	1	341	11	179	293	131	16	145	1	4265	3768	47	1816	85	146	1674	1	0	0	0	0	0	0	0	1	183	0	1553	254	429	8	48	4	116	253	2567	54	1101	102	1310	5	2757	110	1926	721	0	175	11692
1365	DEC19	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	3	0	0	1	7
1366	DEC19	Juvenile	Female	0	0	0	0	0	0	0	104	3	53	19	29	0	0	0	23	6	17	6	1	0	0	5	133	76	45	44	1	11	20	1	44	64	333	7	233	22	71	15	0	0	10	0	5	26	19	1	6	0	559	113	1	51	0	4	57	0	0	0	0	0	0	0	0	0	7	0	9	36	16	0	0	0	6	10	101	4	37	13	47	0	9	4	5	0	0	8	299
1367	DEC19	Juvenile	Male	4	0	0	0	0	0	0	162	12	71	37	42	25	6	19	62	22	40	18	2	0	3	13	271	594	433	422	11	36	125	9	258	367	756	30	246	234	246	62	0	0	59	0	3	69	42	1	26	0	2115	337	1	160	9	9	158	0	0	0	0	0	0	0	0	0	12	0	9	126	74	0	0	0	33	41	220	1	118	18	83	0	45	22	21	2	0	34	857
1368	DEC19	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1369	JAN20	Adult	Female	0	1	1	0	0	0	0	281	10	102	51	118	4	1	3	26	14	12	27	3	0	3	21	339	114	73	58	15	1	40	5	129	153	923	34	545	63	281	219	3	0	121	9	86	145	63	14	64	4	1688	1572	5	711	24	28	804	0	0	0	0	0	0	0	0	0	61	0	327	69	87	1	3	0	26	57	888	9	426	35	418	0	824	29	584	211	0	13	3841
1370	JAN20	Adult	Male	3	3	2	0	0	0	1	717	46	350	130	191	202	61	141	118	57	61	153	26	2	19	106	1196	711	409	369	40	64	238	26	566	485	2050	62	775	310	903	712	12	4	387	16	293	360	159	20	176	5	4910	3913	25	1898	104	106	1780	0	0	0	0	0	0	0	0	0	185	0	1613	255	444	11	44	2	120	267	2672	37	1169	121	1345	4	2790	124	1942	723	1	162	12038
1371	JAN20	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	5	1	0	0	1	0	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	7
1372	JAN20	Juvenile	Female	0	0	0	0	0	0	0	121	0	49	23	49	2	0	2	40	12	28	2	0	0	0	2	165	122	75	70	5	15	32	5	85	84	369	16	259	20	74	41	0	0	35	0	6	55	29	5	21	0	761	118	1	49	0	4	64	0	0	0	0	0	0	0	0	0	7	0	2	54	13	0	0	0	4	9	129	0	38	34	57	0	10	6	4	0	0	17	350
1373	JAN20	Juvenile	Male	1	0	0	0	0	0	0	146	16	52	32	46	34	10	24	92	44	48	9	0	0	0	9	282	711	406	398	8	86	219	10	342	367	827	58	306	215	248	131	0	0	103	1	27	80	47	2	31	0	2468	402	1	201	7	8	185	0	0	0	0	0	0	0	0	0	12	0	23	131	81	0	1	0	32	48	280	3	120	31	126	0	54	29	24	1	0	30	1013
1374	JAN20	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1375	FEB20	Adult	Female	2	1	1	0	0	0	0	247	10	103	53	81	3	0	3	13	6	7	22	0	1	2	19	288	110	63	55	8	7	40	3	114	124	832	23	480	49	280	301	6	2	143	13	137	130	50	10	68	2	1614	1457	8	625	27	43	754	10	0	0	7	0	0	0	1	2	49	0	261	81	80	1	6	0	20	53	793	9	408	30	346	0	639	16	423	200	0	21	3391
1376	FEB20	Adult	Male	5	4	2	0	1	0	1	725	54	354	102	215	199	73	126	71	37	34	144	17	5	27	95	1148	768	393	361	32	106	269	16	542	455	1873	58	684	339	792	532	6	5	328	14	179	302	142	18	140	2	4488	3601	32	1737	80	167	1585	2	0	0	2	0	0	0	0	0	139	0	1471	247	422	10	38	0	117	257	2435	42	1050	109	1234	0	2076	116	1391	569	0	106	10499
1377	FEB20	Adult	Not Stated	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	1	2	0	1	8
